20301,91
40102,120
40202,104
40401,169
40405,287
60102,160
60202,56
80101,243
100402,120
120104,68
120201,136
120204,159
120302,123
120501,89
120601,84
120702,78
120801,99
120901,66
121003,98
140101,132
150102,169
160101,310
160202,263
170101,145
170102,94
180102,28
200502,9
220201,160
240102,113
240301,148
260101,235
280103,69
280303,103
400108,19
450103,88
450401,92
450601,147
450704,90
490104,325
520101,134
530101,78
590101,64
590302,80
610101,301
650101,95
650301,96
670102,144
690304,76
690604,75
690608,76
690612,68
710102,93
750102,150
840102,54
860102,114
860401,27
880202,165
920102,183
920103,147
940102,86
1020101,320
1030102,85
1030202,92
1040101,81
1050202,158
1050208,92
1080102,68
1100101,121
1100103,154
1120103,168
1120202,105
1140103,106
1140303,143
1160101,349
1160102,250
1160201,225
1160402,136
1160501,25
1160602,228
1160603,260
1160902,279
1180101,270
1180102,168
1190203,99
1200101,49
1200303,42
1220101,201
1220202,198
1240103,208
1240202,106
1240206,73
1270101,150
1280102,229
1300102,184
1310201,86
1330102,93
1330106,14
1340102,187
1360302,133
1360303,102
1380101,53
1390201,122
1390302,79
1410101,104
1430102,16
1430103,28
1430106,30
1430112,18
1430201,13
1430403,19
1430501,23
1430601,23
1431202,16
1431902,26
1432202,12
1440101,25
1440302,38
1480202,130
1480301,191
1500102,258
1550102,247
1550105,281
1550202,125
1550304,261
1550401,273
1550502,150
1550601,155
1590101,155
1590202,204
1660101,73
1700101,163
1700102,197
1720102,100
1720201,155
1760102,103
1760201,25
1790104,87
1790202,109
1810102,118
1830101,177
1850101,200
1850201,142
1880102,93
1910202,96
1930301,31
1960103,128
1960201,103
1990401,29
2000104,17
2000303,29
2050101,18
2120202,86
2120402,76
2120701,44
2120801,113
2120902,212
2220202,51
2220301,48
2260101,226
2290102,127
2300102,35
2310102,29
2330102,199
2330201,199
2350104,157
2350105,160
2410101,184
2410102,141
2450202,73
2450302,98
2470102,178
2490103,76
2490201,144
2530101,56
2580201,169
2580402,213
2580601,102
2580801,37
2581002,107
2600103,58
2620201,102
2640102,155
2640301,129
2640302,99
2660104,37
2680102,176
2720102,72
2720204,64
2720302,153
2720802,129
2721004,117
2721202,143
2721302,50
2721501,113
2790102,37
2790105,121
2790204,36
2790301,68
2790302,31
2790501,201
2790502,53
2790503,121
2790601,34
2790602,17
2840202,48
2850101,63
2850103,105
2870101,143
2890302,74
2890306,134
2890601,66
2910102,113
2910103,32
2910108,103
2910201,242
2910404,167
2930201,110
2970102,198
2970105,147
2970202,141
2970303,122
2970306,82
3040101,162
3040102,137
3100104,180
3130202,293
3130301,113
3160202,76
3170201,138
3170202,169
3180201,62
3180202,60
3180206,70
3180301,119
3180304,88
3180502,61
3180601,43
3180602,71
3190101,147
3200101,76
3200104,74
3200201,27
3210201,86
3240104,95
3240202,86
3290102,141
3290302,165
3320101,18
3320102,13
3350102,94
3370202,411
3400201,26
3400202,14
3500103,93
3500105,109
3500201,99
3510101,8
3510202,59
3510404,65
3510602,190
3520202,164
3550101,53
3550103,104
3550105,146
3580101,76
3620101,120
3630102,89
3660204,112
3680201,125
3720102,193
3720103,80
3720204,103
3760102,266
3760103,242
3860102,155
3900101,106
3920101,300
3940202,81
3960101,94
3960103,130
3980105,389
3980301,41
3980402,133
3980501,111
4020101,85
4020301,159
4020501,96
4020802,85
4020803,170
4020806,139
4020902,93
4021001,64
4021002,60
4021101,27
4021102,92
4021103,138
4021106,133
4050401,167
4050502,123
4070501,18
4110201,83
4110303,72
4110401,157
4110601,62
4130101,141
4150201,106
4150202,233
4150302,242
4150303,144
4150402,102
4200201,20
4200402,16
4200501,16
4200601,15
4200801,17
4200903,27
4230102,14
4270101,64
4270401,153
4270501,77
4290101,126
4290104,107
4310104,119
4330102,143
4330105,147
4330203,64
4350101,156
4380102,209
4380301,128
4420102,160
4440102,67
4460102,71
4460206,102
4500301,58
4510202,175
4510208,128
4510504,113
4570102,153
4570103,112
4590101,100
4600104,98
4610102,19
4630102,158
4630201,104
4640202,142
4650103,115
4670101,87
4690104,41
4690106,134
4710101,184
4710203,111
4710301,114
4730202,70
4730304,166
4740102,25
4750102,86
4770202,89
4780101,102
4790201,81
4810102,89
4810202,35
4840101,105
4840301,113
4870101,219
4870201,19
4870301,125
4870403,164
4970101,97
4970202,169
4990202,44
4990302,125
4990502,151
4990902,11
4990904,21
4991202,88
5010201,50
5030101,177
5030104,210
5030302,175
5030304,189
5030601,145
5030701,153
5030802,137
5050102,97
5050103,70
5050301,85
5090106,154
5120202,211
5120501,55
5170402,32
5170602,61
5170604,53
5170801,86
5170803,143
5170902,60
5220302,87
5290302,150
5310102,56
5320101,39
5330104,69
5350101,92
5350201,117
5370102,82
5390101,257
5410201,25
5410202,149
5410204,80
5410504,188
5410507,32
5410509,15
5410510,94
5410603,54
5410604,313
5410605,11
5410702,116
5410801,186
5410901,99
5410902,90
5410904,87
5411003,117
5411005,129
5411006,135
5411105,145
5411106,148
5411107,129
5411108,96
5411114,113
5440103,253
5470101,152
5470202,168
5510206,134
5530101,103
5550104,294
5550302,196
5550501,142
5550504,211
5570102,382
5590202,125
5630104,139
5640102,102
5660102,65
5660301,104
5680101,212
5680202,108
5700101,108
5720102,305
5720203,143
5760101,144
5800101,91
5800501,94
5900204,26
5940202,13
5940502,15
5940703,23
5941102,18
5941202,19
5960201,42
6080101,69
6100301,8
6100501,8
6100702,4
6101001,6
6120101,34
6180102,22
6180303,127
6180501,120
6200202,56
6200402,116
6200403,138
6200804,103
6201001,114
6201101,134
6201202,81
6240102,164
6260602,18
6261604,65
6261902,99
6262003,83
6280103,214
6340102,139
6360101,140
6390102,35
6390201,93
6390504,88
6390604,97
6390802,42
6390803,100
6390904,198
6430301,79
6430401,77
6460101,224
6480101,174
6520201,110
6520401,58
6520503,189
6540203,143
6540301,182
6560102,67
6560204,128
6560208,156
6600104,60
6640102,252
6640103,249
6640204,156
6660102,60
6680101,188
6690101,219
6700102,135
6740102,254
6740202,143
6740402,109
6740502,64
6740601,204
6760201,182
6760204,121
6770301,106
6770601,107
6770801,47
6790202,315
6790701,326
6790802,155
6791001,116
6791102,265
6791105,191
6810202,104
6880102,101
6880106,105
6940201,272
6960101,273
7010102,46
7010202,44
7010302,18
7030202,128
7030401,123
7030506,87
7030601,42
7050103,8
7090102,39
7110202,103
7130101,124
7130104,122
7130202,102
7130301,101
7130302,80
7130401,74
7130402,66
7130403,72
7150102,111
7190201,35
7190202,18
7190401,25
7190402,21
7190602,47
7190701,34
7190804,8
7191101,25
7191102,13
7200101,13
7200601,21
7200701,17
7220102,39
7240101,209
7270201,92
7270301,112
7360102,73
7360302,70
7360504,149
7360702,259
7400202,97
7440102,63
7440201,122
7440401,79
7460102,144
7460202,59
7490402,134
7490602,138
7491002,89
7491204,64
7530102,28
7560201,178
7560301,112
7570102,119
7690102,150
7690103,203
7710102,57
7760202,50
7790101,158
7790202,159
7790302,149
7790401,244
7830202,18
7830301,15
7830302,14
7830303,7
7830501,7
7830504,20
7830602,18
7830901,15
7830902,14
7850102,21
7850302,69
7870102,148
7870103,230
7870203,121
7920102,126
7920202,94
7920301,74
7920304,104
7940301,339
7940502,240
7940506,186
7940601,114
7970201,92
8010102,211
8030201,32
8030204,22
8050202,216
8070101,102
8090104,269
8090203,333
8090206,365
8110202,76
8110204,29
8130101,116
8150102,200
8150201,88
8210102,27
8230202,239
8250201,52
8250301,45
8250601,156
8250703,129
8270101,112
8270301,126
8270304,122
8300104,11
8300202,102
8300402,178
8300501,107
8320101,60
8320201,52
8320301,35
8320501,49
8320901,59
8320903,55
8321001,34
8321201,34
8321301,87
8321401,65
8321501,55
8321704,70
8330101,11
8330302,11
8330401,17
8330501,13
8330601,16
8330901,25
8331301,6
8331703,21
8331901,189
8332001,181
8332002,179
8332201,309
8332202,81
8332401,81
8332402,64
8332403,170
8332501,88
8332502,19
8332604,5
8350201,59
8350501,63
8350701,50
8380101,75
8380105,43
8380201,40
8380301,204
8380401,113
8380405,159
8380501,95
8380601,65
8380701,88
8380801,110
8380901,103
8410102,151
8430101,54
8490201,48
8530401,48
8530502,227
8580103,127
8580201,50
8620102,144
8630201,144
8630302,109
8630501,55
8650102,40
8650103,30
8680101,47
8710102,101
8710204,102
8720202,59
8750103,195
8750106,173
8750302,92
8770202,28
8770203,112
8770302,44
8771202,120
8801102,79
8810102,163
8810204,216
8810305,53
8810306,132
8810402,89
8810403,80
8811001,163
8811303,236
8880501,33
8900102,84
8900201,41
8920102,131
8960101,46
8960201,25
8960302,185
8960401,48
8970103,88
9000102,198
9000103,314
9020103,282
9040102,16
9040202,45
9040302,117
9040401,186
9070104,72
9110101,132
9131101,278
9131205,395
9131304,310
9131305,266
9160302,135
9180106,114
9270102,106
9290102,96
9300102,317
9300106,229
9300202,60
9330301,73
9380102,101
9400301,163
9400401,228
9420106,156
9440102,144
9440301,117
9440502,42
9520102,63
9520201,319
9520302,174
9520401,104
9520404,217
9520501,45
9540201,254
9540302,119
9540401,186
9540501,278
9600102,225
9600202,146
9600301,194
9600402,198
9780101,226
9840102,270
9870102,70
9870501,106
9890101,4
9910101,287
10030101,108
10090202,28
10090904,19
10110102,44
10130502,123
10170302,186
10190202,89
10190301,36
10190403,58
10190601,60
10190702,17
10190902,65
10191002,79
10191202,123
10191301,197
10191501,128
10191601,101
10191602,72
10191802,62
10191902,37
10191903,50
10210101,42
10260204,263
10260304,202
10400402,41
10400403,35
10400501,24
10400801,29
10400901,13
10401101,20
10401103,23
10401303,29
10440101,29
10440301,171
10440402,85
10460101,205
10460102,3
10460302,160
10580102,90
10580201,103
10580401,6
10580501,160
10580702,79
10580904,103
10610202,213
10610402,78
10630201,83
10630302,88
10630502,97
10630602,57
10700101,25
10700102,35
10720102,168
10720201,121
10720301,52
10740204,128
10740401,126
10740504,86
10740702,149
10770102,95
10790102,365
10790203,216
10790206,183
10850102,49
10870601,61
10870701,161
10930101,169
10930201,167
10950101,11
10970601,4
10970701,31
10980101,18
11030101,57
11050201,137
11070101,127
11120202,53
11120302,53
11120602,79
11120802,95
11150102,162
11170102,185
11190101,61
11190201,235
11190304,145
11190401,336
11190402,191
11190501,126
11190502,196
11190505,413
11190602,132
11190603,280
11190701,269
11190702,77
11190801,261
11200102,77
11230101,182
11270204,202
11270301,80
11270402,106
11270403,82
11270406,109
11270501,144
11270602,112
11270603,95
11270606,94
11270702,73
11290103,123
11350302,255
11370102,124
11390201,188
11390304,121
11430102,248
11450201,34
11490102,95
11510104,253
11540101,60
11540204,153
11540302,138
11540504,55
11540602,58
11540702,110
11540802,78
11560102,74
11580101,35
11580202,26
11580302,22
11580501,13
11580601,208
11610102,155
11610301,130
11610402,145
11680102,134
11700101,227
11700202,226
11700204,165
11720101,138
11740101,143
11740201,108
11760101,17
11780202,74
11800102,152
11820101,79
11820103,105
11820201,72
11900101,83
11900102,98
11900203,94
11900204,99
11900302,15
11900401,49
11900402,87
11930102,72
11930203,94
11950101,126
11950202,70
11950302,68
11950303,106
12000104,140
12020101,14
12020201,14
12020301,18
12020401,20
12140103,150
12140302,70
12140402,43
12140504,52
12140601,72
12170101,62
12210101,159
12210201,108
12210302,92
12210303,99
12210404,162
12230102,105
12250102,89
12270101,207
12290102,84
12310302,320
12310502,159
12310505,94
12340101,85
12370201,451
12400101,160
12400301,104
12400502,112
12420104,356
12530102,36
12550102,81
12550303,291
12550306,229
12550310,171
12550401,110
12550502,123
12550503,74
12550701,61
12610103,112
12630101,218
12640201,56
12640302,7
12650201,157
12650403,95
12650502,366
12670101,175
12670302,136
12670306,65
12690101,148
12690104,197
12750302,18
12750402,10
12750602,13
12750701,26
12770101,169
12770107,126
12770108,301
12770202,209
